0.0,0.0
0.5051,0.0
1.0102,0.0
1.5153,0.0
2.0204,0.0
2.5255,0.0
3.0306,0.0
3.5357,0.0
4.0408,0.0
4.5459,0.0
5.0510,0.0
5.5561,0.0
6.0612,0.0
6.5663,0.0
7.0714,0.0
7.5765,0.0
8.0816,0.0
8.5867,0.0
9.0918,0.0
9.5969,0.0
10.1020,0.0
10.6071,0.0
11.1122,0.0
11.6173,0.0
12.1224,0.0
12.6275,0.0
13.1326,0.0
13.6377,0.0
14.1428,0.0
14.6479,0.0
15.1530,0.0
15.6581,0.0
16.1632,0.0
16.6683,0.0
17.1734,0.0
17.6785,0.0
18.1836,0.0
18.6887,0.0
19.1938,0.0
19.6989,0.0
20.2040,0.0
20.7091,0.0
21.2142,0.0
21.7193,0.0
22.2244,0.0
22.7295,0.0
23.2346,0.0
23.7397,0.0
24.2448,0.0
24.7499,0.0
25.2550,0.0
25.7601,0.0
26.2652,0.0
26.7703,0.0
27.2754,0.0
27.7805,0.0
28.2856,0.0
28.7907,0.0
29.2958,0.0
29.8009,0.0
30.3060,0.0
30.8111,0.0
31.3162,0.0
31.8213,0.0
32.3264,0.0
32.8315,0.0
33.3366,0.0
33.8417,0.0
34.3468,0.0
34.8519,0.0
35.3570,0.0
35.8621,0.0
36.3672,0.0
36.8723,0.0
37.3774,0.0
37.8825,0.0
38.3876,0.0
38.8927,0.0
39.3978,0.0
39.9029,0.0
40.4080,0.0
40.9131,0.0
41.4182,0.0
41.9233,0.0
42.4284,0.0
42.9335,0.0
43.4386,0.0
43.9437,0.0
44.4488,0.0
44.9539,0.0
45.4590,0.0
45.9641,0.0
46.4692,0.0
46.9743,0.0
47.4794,0.0
47.9845,0.0
48.4896,0.0
48.9947,0.0
49.4998,0.0
50.0,0.0
